                             component htbin njetbin mhtbin        jet_pt      n   nvar
       ZJetsToNuNu_HT600to800_madgraph  1200       3    200 398.107170553      8      8
       ZJetsToNuNu_HT600to800_madgraph  1200       3    200 446.683592151      6      6
       ZJetsToNuNu_HT600to800_madgraph  1200       3    200 501.187233627      3      3
       ZJetsToNuNu_HT600to800_madgraph  1200       3    200  562.34132519      4      4
       ZJetsToNuNu_HT600to800_madgraph  1200       3    200  630.95734448      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    200 707.945784384      6      6
       ZJetsToNuNu_HT600to800_madgraph  1200       3    200 794.328234724      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 177.827941004      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 199.526231497      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 223.872113857      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 251.188643151      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 281.838293126      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 316.227766017      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 354.813389234      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 398.107170553      2      2
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 446.683592151      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 501.187233627      9      9
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400  562.34132519      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400  630.95734448      2      2
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 707.945784384      4      4
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 794.328234724      3      3
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400 891.250938134      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       3    400        1000.0      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 177.827941004      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 199.526231497      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 223.872113857      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 251.188643151      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 281.838293126      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 316.227766017      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 354.813389234      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 398.107170553      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 446.683592151      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 501.187233627      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600  562.34132519      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600  630.95734448      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 707.945784384      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 794.328234724      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 891.250938134      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 1258.92541179      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       3    600 1412.53754462      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 125.892541179      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 141.253754462      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 158.489319246      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 177.827941004      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 199.526231497      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 223.872113857      4      4
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 251.188643151      5      5
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 281.838293126      9      9
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 316.227766017     12     12
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 354.813389234     14     14
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 398.107170553     12     12
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 446.683592151     12     12
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 501.187233627      4      4
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200  562.34132519      2      2
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200  630.95734448      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 707.945784384      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 794.328234724      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    200 891.250938134      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 141.253754462      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 158.489319246      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 177.827941004      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 199.526231497      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 223.872113857      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 251.188643151      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 281.838293126      3      3
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 316.227766017      6      6
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 354.813389234      2      2
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 398.107170553      5      5
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 446.683592151      6      6
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 501.187233627      3      3
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400  562.34132519      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400  630.95734448      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 707.945784384      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 794.328234724      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    400 891.250938134      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 158.489319246      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 177.827941004      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 199.526231497      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 223.872113857      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 251.188643151      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 281.838293126      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 316.227766017      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 354.813389234      1      1
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 398.107170553      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 446.683592151      3      3
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 501.187233627      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600  562.34132519      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600  630.95734448      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 707.945784384      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 794.328234724      0      0
       ZJetsToNuNu_HT600to800_madgraph  1200       6    600 1258.92541179      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200 223.872113857      2      2
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200 251.188643151      1      1
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200 281.838293126      9      9
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200 316.227766017    114    114
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200 354.813389234    961    961
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200 398.107170553   2937   2937
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200 446.683592151   6189   6189
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200 501.187233627   4815   4815
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200  562.34132519    581    581
      ZJetsToNuNu_HT800to1200_madgraph   400       2    200  630.95734448      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 223.872113857      1      1
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 251.188643151      1      1
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 281.838293126      9      9
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 316.227766017     16     16
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 354.813389234    147    147
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 398.107170553    375    375
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 446.683592151    481    481
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 501.187233627   1044   1044
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400  562.34132519   2116   2116
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400  630.95734448    793    793
      ZJetsToNuNu_HT800to1200_madgraph   400       2    400 707.945784384      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 223.872113857      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 251.188643151      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 281.838293126      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 316.227766017      3      3
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 354.813389234     76     76
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 398.107170553    175    175
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 446.683592151    269    269
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 501.187233627    384    384
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600  562.34132519    668    668
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600  630.95734448   1908   1908
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 707.945784384    963    963
      ZJetsToNuNu_HT800to1200_madgraph   400       2    600 794.328234724      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 125.892541179      1      1
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 141.253754462      2      2
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 158.489319246     13     13
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 177.827941004    100    100
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 199.526231497    386    386
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 223.872113857   1140   1140
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 251.188643151   2626   2626
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 281.838293126   4335   4335
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 316.227766017   5930   5930
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 354.813389234   7809   7809
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 398.107170553   9253   9253
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 446.683592151   8461   8461
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200 501.187233627   3194   3194
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200  562.34132519    179    179
      ZJetsToNuNu_HT800to1200_madgraph   400       3    200  630.95734448      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 125.892541179      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 141.253754462      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 158.489319246      2      2
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 177.827941004      6      6
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 199.526231497     41     41
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 223.872113857    110    110
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 251.188643151    300    300
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 281.838293126    557    557
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 316.227766017   1006   1006
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 354.813389234   1328   1328
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 398.107170553   1540   1540
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 446.683592151   1918   1918
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 501.187233627   2396   2396
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400  562.34132519   1772   1772
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400  630.95734448    186    186
      ZJetsToNuNu_HT800to1200_madgraph   400       3    400 707.945784384      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       3    600 158.489319246      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       3    600 177.827941004      0      0
      ZJetsToNuNu_HT800to1200_madgraph   400       3    600 199.526231497      4      4
      ZJetsToNuNu_HT800to1200_madgraph   400       3    600 223.872113857     13     13
